accession_no,form_type,cik,name,filed_at,report_date,series_id,filing_url
0000357057-19-000044,N-MFP2,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/357057/000035705719000044/0000357057-19-000044-index.htm
0001145549-19-038004,N-MFP2,1060517,UBS Series Funds,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1060517/000114554919038004/0001145549-19-038004-index.htm
0001258897-19-001710,N-MFP2,912577,FEDERATED INSURANCE SERIES,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/912577/000125889719001710/0001258897-19-001710-index.htm
0001258897-19-001725,N-MFP2,856517,MONEY MARKET OBLIGATIONS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/856517/000125889719001725/0001258897-19-001725-index.htm
0001145549-19-037867,N-MFP2,822977,GOLDMAN SACHS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/822977/000114554919037867/0001145549-19-037867-index.htm
0001145549-19-037886,N-MFP2,1065899,ALIGHT SERIES TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1065899/000114554919037886/0001145549-19-037886-index.htm
0001145549-19-037936,N-MFP2,747576,LEGG MASON PARTNERS MONEY MARKET TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/747576/000114554919037936/0001145549-19-037936-index.htm
0001145549-19-037766,N-MFP2,1273878,VANGUARD CMT FUNDS,2019-10-07,2019-09-30,S000002576,https://www.sec.gov/Archives/edgar/data/1273878/000114554919037766/0001145549-19-037766-index.htm
0001145549-19-037799,N-MFP2,756913,JOHN HANCOCK VARIABLE INSURANCE TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/756913/000114554919037799/0001145549-19-037799-index.htm
0001145549-19-037943,N-MFP2,38778,FRANKLIN U.S. GOVERNMENT MONEY FUND,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/38778/000114554919037943/0001145549-19-037943-index.htm
0000894189-19-006774,N-MFP2,356134,FIRST AMERICAN FUNDS INC,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/356134/000089418919006774/0000894189-19-006774-index.htm
0000894189-19-006771,N-MFP2,356134,FIRST AMERICAN FUNDS INC,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/356134/000089418919006771/0000894189-19-006771-index.htm
0001145549-19-038050,N-MFP2,863209,INVESTORS CASH TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/863209/000114554919038050/0001145549-19-038050-index.htm
0001258897-19-001719,N-MFP2,856517,MONEY MARKET OBLIGATIONS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/856517/000125889719001719/0001258897-19-001719-index.htm
0001004726-19-000206,N-MFP2,908695,USAA MUTUAL FUNDS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/908695/000100472619000206/0001004726-19-000206-index.htm
0001145549-19-037870,N-MFP2,724129,SUNAMERICA MONEY MARKET FUNDS INC,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/724129/000114554919037870/0001145549-19-037870-index.htm
0001145549-19-038027,N-MFP2,1161852,MASTER INSTITUTIONAL MONEY MARKET LLC,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1161852/000114554919038027/0001145549-19-038027-index.htm
0000880799-19-000064,N-MFP2,880799,FIDELITY MUNICIPAL TRUST II,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/880799/000088079919000064/0000880799-19-000064-index.htm
0001145549-19-037792,N-MFP2,888129,GABELLI MONEY MARKET FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/888129/000114554919037792/0001145549-19-037792-index.htm
0001145549-19-037814,N-MFP2,927972,MASSMUTUAL PREMIER FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/927972/000114554919037814/0001145549-19-037814-index.htm
0001145549-19-037866,N-MFP2,822977,GOLDMAN SACHS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/822977/000114554919037866/0001145549-19-037866-index.htm
0001145549-19-037958,N-MFP2,859037,MORGAN STANLEY NY MUNICIPAL MONEY MARKET TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/859037/000114554919037958/0001145549-19-037958-index.htm
0001145549-19-038044,N-MFP2,703642,DEUTSCHE DWS MONEY MARKET TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/703642/000114554919038044/0001145549-19-038044-index.htm
0001145549-19-037982,N-MFP2,857156,CHARLES SCHWAB FAMILY OF FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/857156/000114554919037982/0001145549-19-037982-index.htm
0000811869-19-000027,N-MFP2,790166,THRIVENT SERIES FUND INC,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/790166/000081186919000027/0000811869-19-000027-index.htm
0001145549-19-037839,N-MFP2,315748,"T. Rowe Price Tax-Exempt Money Fund, Inc.",2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/315748/000114554919037839/0001145549-19-037839-index.htm
0001145549-19-037930,N-MFP2,1121257,JNL INVESTORS SERIES TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1121257/000114554919037930/0001145549-19-037930-index.htm
0000917286-19-000085,N-MFP2,917286,FIDELITY HEREFORD STREET TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/917286/000091728619000085/0000917286-19-000085-index.htm
0001145549-19-037827,N-MFP2,314650,EDWARD JONES MONEY MARKET FUND,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/314650/000114554919037827/0001145549-19-037827-index.htm
0001145549-19-037844,N-MFP2,1169187,"T. Rowe Price Institutional Income Funds, Inc.",2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1169187/000114554919037844/0001145549-19-037844-index.htm
0001145549-19-037972,N-MFP2,701939,SEI DAILY INCOME TRUST /MA/,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/701939/000114554919037972/0001145549-19-037972-index.htm
0001145549-19-037970,N-MFP2,1757150,Capital Group Central Fund Series,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1757150/000114554919037970/0001145549-19-037970-index.htm
0001145549-19-038046,N-MFP2,810573,DEUTSCHE DWS VARIABLE SERIES II,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/810573/000114554919038046/0001145549-19-038046-index.htm
0001718745-19-000282,N-MFP2,1217286,JPMorgan Trust I,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1217286/000171874519000282/0001718745-19-000282-index.htm
0001145549-19-037769,N-MFP2,225997,VANGUARD MUNICIPAL BOND FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/225997/000114554919037769/0001145549-19-037769-index.htm
0001145549-19-037869,N-MFP2,822977,GOLDMAN SACHS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/822977/000114554919037869/0001145549-19-037869-index.htm
0000704207-19-000045,N-MFP2,704207,Fidelity Newbury Street Trust,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/704207/000070420719000045/0000704207-19-000045-index.htm
0000894189-19-006776,N-MFP2,356134,FIRST AMERICAN FUNDS INC,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/356134/000089418919006776/0000894189-19-006776-index.htm
0001004726-19-000209,N-MFP2,896162,DFA INVESTMENT TRUST CO,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/896162/000100472619000209/0001004726-19-000209-index.htm
0001004726-19-000211,N-MFP2,1091439,ALLIANZ VARIABLE INSURANCE PRODUCTS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1091439/000100472619000211/0001004726-19-000211-index.htm
0001022695-19-000081,N-MFP2,1022695,FIDELITY REVERE STREET TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1022695/000102269519000081/0001022695-19-000081-index.htm
0001145549-19-037841,N-MFP2,316968,"T. Rowe Price Government Money Fund, Inc.",2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/316968/000114554919037841/0001145549-19-037841-index.htm
0001145549-19-037862,N-MFP2,774412,PLAN INVESTMENT FUND INC,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/774412/000114554919037862/0001145549-19-037862-index.htm
0001145549-19-037938,N-MFP2,890089,MONEY MARKET PORTFOLIOS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/890089/000114554919037938/0001145549-19-037938-index.htm
0001718745-19-000280,N-MFP2,1217286,JPMorgan Trust I,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1217286/000171874519000280/0001718745-19-000280-index.htm
0001145549-19-037954,N-MFP2,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1227155/000114554919037954/0001145549-19-037954-index.htm
0001145549-19-038034,N-MFP2,356013,RETIREMENT SERIES TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/356013/000114554919038034/0001145549-19-038034-index.htm
0000811869-19-000028,N-MFP2,1300087,Thrivent Cash Management Trust,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1300087/000081186919000028/0000811869-19-000028-index.htm
0001145549-19-037762,N-MFP2,1096012,AMERICAN BEACON SELECT FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1096012/000114554919037762/0001145549-19-037762-index.htm
0001258897-19-001713,N-MFP2,856517,MONEY MARKET OBLIGATIONS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/856517/000125889719001713/0001258897-19-001713-index.htm
0001258897-19-001717,N-MFP2,856517,MONEY MARKET OBLIGATIONS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/856517/000125889719001717/0001258897-19-001717-index.htm
0001398344-19-017599,N-MFP2,778206,SHELTON FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/778206/000139834419017599/0001398344-19-017599-index.htm
0001145549-19-038002,N-MFP2,1060517,UBS Series Funds,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1060517/000114554919038002/0001145549-19-038002-index.htm
0001145549-19-038032,N-MFP2,65109,READY ASSETS GOVERNMENT LIQUIDITY FUND,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/65109/000114554919038032/0001145549-19-038032-index.htm
0001145549-19-038075,N-MFP2,828806,AIM TREASURER'S SERIES TRUST (INVESCO TREASURER'S SERIES TRUST),2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/828806/000114554919038075/0001145549-19-038075-index.htm
0001145549-19-037911,N-MFP2,916620,NORTHERN FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/916620/000114554919037911/0001145549-19-037911-index.htm
0001145549-19-037951,N-MFP2,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1227155/000114554919037951/0001145549-19-037951-index.htm
0000277751-19-000079,N-MFP2,277751,JANUS INVESTMENT FUND,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/277751/000027775119000079/0000277751-19-000079-index.htm
0000356173-19-000148,N-MFP2,356173,Fidelity Colchester Street Trust,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/356173/000035617319000148/0000356173-19-000148-index.htm
0001145549-19-037877,N-MFP2,887340,MAINSTAY VP FUNDS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/887340/000114554919037877/0001145549-19-037877-index.htm
0001145549-19-037941,N-MFP2,741375,MORGAN STANLEY INSTITUTIONAL FUND TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/741375/000114554919037941/0001145549-19-037941-index.htm
0001258897-19-001709,N-MFP2,856517,MONEY MARKET OBLIGATIONS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/856517/000125889719001709/0001258897-19-001709-index.htm
0001145549-19-038041,N-MFP2,858372,CASH ACCOUNT TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/858372/000114554919038041/0001145549-19-038041-index.htm
0001145549-19-037999,N-MFP2,1060517,UBS Series Funds,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1060517/000114554919037999/0001145549-19-037999-index.htm
0001145549-19-038042,N-MFP2,858372,CASH ACCOUNT TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/858372/000114554919038042/0001145549-19-038042-index.htm
0001398344-19-017578,N-MFP2,702435,Meeder Funds,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/702435/000139834419017578/0001398344-19-017578-index.htm
0001145549-19-037823,N-MFP2,830744,WILMINGTON FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/830744/000114554919037823/0001145549-19-037823-index.htm
0001145549-19-037863,N-MFP2,822977,GOLDMAN SACHS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/822977/000114554919037863/0001145549-19-037863-index.htm
0001145549-19-037944,N-MFP2,936373,FRANKLIN TEMPLETON MONEY FUND TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/936373/000114554919037944/0001145549-19-037944-index.htm
0001004726-19-000207,N-MFP2,908695,USAA MUTUAL FUNDS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/908695/000100472619000207/0001004726-19-000207-index.htm
0001145549-19-037872,N-MFP2,1046292,GOLDMAN SACHS VARIABLE INSURANCE TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1046292/000114554919037872/0001145549-19-037872-index.htm
0001258897-19-001707,N-MFP2,856517,MONEY MARKET OBLIGATIONS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/856517/000125889719001707/0001258897-19-001707-index.htm
0001718745-19-000278,N-MFP2,1217286,JPMorgan Trust I,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1217286/000171874519000278/0001718745-19-000278-index.htm
0001145549-19-037929,N-MFP2,889512,LEGG MASON PARTNERS INSTITUTIONAL TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/889512/000114554919037929/0001145549-19-037929-index.htm
0000917286-19-000083,N-MFP2,917286,FIDELITY HEREFORD STREET TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/917286/000091728619000083/0000917286-19-000083-index.htm
0001145549-19-037795,N-MFP2,862021,AB FIXED INCOME SHARES INC,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/862021/000114554919037795/0001145549-19-037795-index.htm
0000277751-19-000078,N-MFP2,277751,JANUS INVESTMENT FUND,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/277751/000027775119000078/0000277751-19-000078-index.htm
0001064046-19-000014,N-MFP2,1064046,RYDEX VARIABLE TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1064046/000106404619000014/0001064046-19-000014-index.htm
0001145549-19-038077,N-MFP2,896435,AIM VARIABLE INSURANCE FUNDS (INVESCO VARIABLE INSURANCE FUNDS),2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/896435/000114554919038077/0001145549-19-038077-index.htm
0001145549-19-037888,N-MFP2,1094885,STATE STREET MASTER FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1094885/000114554919037888/0001145549-19-037888-index.htm
0001145549-19-037904,N-MFP2,710124,NORTHERN INSTITUTIONAL FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/710124/000114554919037904/0001145549-19-037904-index.htm
0000878663-19-000062,N-MFP2,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/878663/000087866319000062/0000878663-19-000062-index.htm
0000880709-19-000062,N-MFP2,880709,FIDELITY COURT STREET TRUST II,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/880709/000088070919000062/0000880709-19-000062-index.htm
0001145549-19-037817,N-MFP2,1026977,CITY NATIONAL ROCHDALE FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1026977/000114554919037817/0001145549-19-037817-index.htm
0001145549-19-037858,N-MFP2,822977,GOLDMAN SACHS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/822977/000114554919037858/0001145549-19-037858-index.htm
0001145549-19-037952,N-MFP2,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1227155/000114554919037952/0001145549-19-037952-index.htm
0001145549-19-038006,N-MFP2,1060517,UBS Series Funds,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1060517/000114554919038006/0001145549-19-038006-index.htm
0001145549-19-038022,N-MFP2,814079,Funds For Institutions Series,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/814079/000114554919038022/0001145549-19-038022-index.htm
0001145549-19-038039,N-MFP2,766351,Securian Funds Trust,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/766351/000114554919038039/0001145549-19-038039-index.htm
0001145549-19-038082,N-MFP2,205007,SHORT-TERM INVESTMENTS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/205007/000114554919038082/0001145549-19-038082-index.htm
0001003715-19-000258,N-MFP2,934699,MUTUAL OF AMERICA INSTITUTIONAL FUNDS INC,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/934699/000100371519000258/0001003715-19-000258-index.htm
0001145549-19-037864,N-MFP2,822977,GOLDMAN SACHS TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/822977/000114554919037864/0001145549-19-037864-index.htm
0001145549-19-037979,N-MFP2,857156,CHARLES SCHWAB FAMILY OF FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/857156/000114554919037979/0001145549-19-037979-index.htm
0001145549-19-038009,N-MFP2,1060517,UBS Series Funds,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1060517/000114554919038009/0001145549-19-038009-index.htm
0001145549-19-038029,N-MFP2,893818,BlackRock Funds III,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/893818/000114554919038029/0001145549-19-038029-index.htm
0000894189-19-006773,N-MFP2,356134,FIRST AMERICAN FUNDS INC,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/356134/000089418919006773/0000894189-19-006773-index.htm
0000356173-19-000146,N-MFP2,356173,Fidelity Colchester Street Trust,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/356173/000035617319000146/0000356173-19-000146-index.htm
0000880797-19-000039,N-MFP2,880797,FIDELITY UNION STREET TRUST II,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/880797/000088079719000039/0000880797-19-000039-index.htm
0000894189-19-006775,N-MFP2,356134,FIRST AMERICAN FUNDS INC,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/356134/000089418919006775/0000894189-19-006775-index.htm
0001145549-19-037774,N-MFP2,356476,GREAT-WEST FUNDS INC,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/356476/000114554919037774/0001145549-19-037774-index.htm
0001145549-19-037880,N-MFP2,1107414,STATE STREET INSTITUTIONAL INVESTMENT TRUST,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1107414/000114554919037880/0001145549-19-037880-index.htm
0001145549-19-037964,N-MFP2,67590,"PRUDENTIAL Government Money Market Fund, INC.",2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/67590/000114554919037964/0001145549-19-037964-index.htm
0001145549-19-037981,N-MFP2,857156,CHARLES SCHWAB FAMILY OF FUNDS,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/857156/000114554919037981/0001145549-19-037981-index.htm
0001145549-19-037995,N-MFP2,1403166,Master Trust,2019-10-07,2019-09-30,,https://www.sec.gov/Archives/edgar/data/1403166/000114554919037995/0001145549-19-037995-index.htm
